dist,type,subtype,date,cost,address,purpose,lat,lon
6,Building Commercial Rehab Storm Damage,"Retail, Department / Retail Stores",2020-04-28T00:00:00.000,710000,917  WOODLAND ST,"storm damage repair interior and exterior for THE BASEMENT EAST to include reroof and masonary wall repair interior repair to include any damaged walls and electrical new hvac units on roof 4 units
POC TOM ANDERSON 615-566-5450",36.17537,-86.755499
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-07-02T00:00:00.000,88000,2808  HUNTLEIGH DR,"***MARCH 3, 2020 TORNADO DAMAGE***

TO CONDUCT REPAIRS TO EXISITING SINGLE FAMILY RESIDENCE DAMAGED BY MARCH 3, 2020 TORNADO� �NO CHANGE TO BUILDING FOOTPRINT� �",36.172698,-86.725722
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-10-13T00:00:00.000,53000,1412  HOLLY ST,"CONTACT PERMITISSUANCE@NASHVILLE.GOV TO CONFIRM GENERAL CONTRACTOR IS REGISITERED.  Repairs to existing single family residence due to tornado damage: Roof, windows( glass pains)  siding, deck, fencing and back wall of house. Vinyl siding has been torn off and plan is to restore and paint original clapboard. Historic to review/approve prior to permit issuance. Remains single family. Pursuant # 2006-1263  Metro Code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code. For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.
POC: Brady Stephen 615-708-5151",36.175728,-86.744868
6,Building Commercial New Storm Damage,"Personal Care Svcs,  Fitness Studio",2020-05-22T00:00:00.000,275000,952  MAIN ST,"4148 sq.ft. reconstruction due to tornado damage for GYM 5 no change to footprint new roof
POC BRENT HUNTER 615-405-1750",36.177474,-86.753273
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-06-09T00:00:00.000,55000,2508  BRITTANY DR,"The attached carport was destroyed by the tornado. We want to rebuild with a few changes. We want to make the destroyed carport our master bedroom and bath. The cost is $55,000.00.  remains single family residence.  no increase to building footprint.  subject to inspectors approval.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175546,-86.717888
6,Building Commercial Rehab Storm Damage,"Retail, Department / Retail Stores",2020-04-09T00:00:00.000,103000,952  MAIN ST,"repair storm damage to THE GYM 5 approx. 11,000 sq.ft. complete rehab of one area and roof replacement 
POC CARLOS PRESTON 615-642-4477",36.177474,-86.753273
6,Building Sign Permit,Sign - Ground /  Wall Signs,2020-04-17T00:00:00.000,23000,712  MAIN ST,"Storm Damage. NO CHANGE IN USE. Remove the existing cabinets and installing new cabinets with LED pricers onto the existing pylon. No increase in sign size. Must comply with all applicable regulations. UL# 86413567. Applicant cost estimate $23,000, to be reviewed by Plans Examination. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.",36.17484,-86.760129
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-05-01T00:00:00.000,118000,1520  HOLLY ST,"to make repairs and rehab from storm damaged residence.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.175503,-86.742318
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-03-30T00:00:00.000,150000,1709  RUSSELL ST,"Rehab of existing structure consisting of the repair and rebuild of two dormers from March 3, 2020 storm.  remains single family residence.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  under 50% expansion.",36.174099,-86.738739
6,Building Demolition Storm Damage,Demolition Permit - Residential,2020-04-01T00:00:00.000,6000,253  RIVERSIDE DR,"to demolish storm damaged residence. not to be buried or burned on site.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.174051,-86.726643
6,Building Residential New Storm Damage,"Accessory Structure, Garage",2020-03-10T00:00:00.000,34583,1909  RUSSELL ST,"tRESTRICTIVE COVENANT FOR DETACHED STRUCTURE 20171219-0129230TPATTERSON (12-20-2017 03:26PM)o rebuild 23.6 x 30.3 detached garage to rear of residence.  not to be used for living or commercial purposes.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.173853,-86.735982
6,Building Residential New Storm Damage,Single Family Residence,2020-09-15T00:00:00.000,274609,2409  LAZENBY DR,"Tornado destroyed previous house. Demolition completed on  Permit 2020020596.
Permit to construct a single family residence with 2265 sq ft of living and 168 sq ft of porches and decks�46.3 ft minimum front setback, 5 ft minimum side setback, 20 ft rear setback��Maximum height of 3 stories from natural grade. Must conform with all easements on property.. . For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the urban forestry approved tree list shall be planted on the subject property. Sidewalks are not required for this project.. For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.",36.174824,-86.720508
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-05-06T00:00:00.000,143905,1815  RUSSELL ST,"Removal of Shingles, decking, rafters and replace. Front porch removal and replace. Siding removed and replace. Drywall, doors, and flooring on the inside. House was hit by a tornado.  remains single family residence.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.173943,-86.73703
6,Building Residential New Storm Damage,Single Family Residence,2020-12-10T00:00:00.000,228780,1917  HOLLY ST,"to construct a single family residence with 1887 sf living area and 368 sf porch areas.  MHZC must approve application.  must comply with tree regulations one new two inch tree for every 50' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  rebuild of storm destroyed residence.",36.174862,-86.73537
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-04-22T00:00:00.000,20000,2651  BARCLAY DR,"ELLIOT HINSON 615 970 9403
to conduct tornado damage rehab work from March 3, 2020.  remains single family residence.  no increase to building footprint.  subject to inspectors approval.",36.175082,-86.719358
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-09-24T00:00:00.000,50000,1514  HOLLY ST,"to rehab existing storm damaged residence.  remains single family residence.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175549,-86.742847
6,Building Commercial Rehab Storm Damage,"General Office, Courtrooms",2021-04-01T00:00:00.000,140000,935  WOODLAND ST,"To renovate and repair the tornado damaged building.
NOTE: PERMIT TO REBUILD UPPER STORY OF EXISTING BUILDING PER APPLICANT. (JLT-1/25/21).",36.17599,-86.753894
6,Building Commercial Rehab Storm Damage,"Retail, Department / Retail Stores",2020-05-12T00:00:00.000,99600,944  WOODLAND ST,"to conduct storm damage repair to masonry work on the building..***scope of work provided - reviewed submittal is attached to this file for downloading and use on the job site***

***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.176264,-86.753175
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-04-30T00:00:00.000,41163,1409  RUSSELL ST,"Demo front gable vent, windows on front of house, window on garage, door on garage, siding on left and front of garage and interior carpet. Install new windows, garage door, repair and / or replace siding on house and garage,  replace exterior trim, replace carpet in house.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.174721,-86.745367
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-04-29T00:00:00.000,50028,2508  BRITTANY DR,"Rebuild attached carport that was damaged by the tornado's. The carport is 24 x 25. The cost to rebuild is $30,000.00.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175546,-86.717888
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-04-13T00:00:00.000,28300,1616  WOODLAND ST,"Tornado damage repair.  Replace existing front porch- same footprint.  Remove and replace rear siding and soffit.  Remove and replace asphalt roof shingles.   Repair windows.  remains single family residence.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.176721,-86.740293
6,Building Residential New Storm Damage,Single Family Residence,2021-02-03T00:00:00.000,331713,1905  HOLLY ST,"two story single family, crawlspace.  MHZC must review application.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.174927,-86.736178
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-06-25T00:00:00.000,42500,1806B  HOLLY ST,"Storm Damage. Rehab includes replacing/reframe roof system. Some related HVAC and electrical. MUST COMPLY WITH MHZC Permit 2020034699. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.
Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) � 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",36.175049,-86.737572
6,Building Commercial Rehab Storm Damage,Restaurant (Full Service),2020-05-28T00:00:00.000,10500,704  MAIN ST,"to erect new 82Sf illuminated pylon sign for Greko. This is a sign replacement from a storm damaged sign.
UL#: 9587163",36.174713,-86.760465
6,Building Commercial Rehab Storm Damage,"General Office, Professional Services",2020-06-05T00:00:00.000,68556,123 S 11TH ST,"to conduct storm damage repairs and rehab to the interior and existing fa�ade of structure including the roof. no change to footprint.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***********NOTE: TWO HARD COPIES OF PLANS AT B DESK AND ALSO ATTACHED TO CITYWORKS PDF FILES...",36.175944,-86.750086
6,Building Residential New Storm Damage,Single Family Residence,2020-10-15T00:00:00.000,472472,1511  RUSSELL ST,"to construct 3897SF single family residence with 520SF porches. not to be over any easements.
must comply with hcn2020034141
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.174533,-86.74334
6,Building Commercial Rehab Storm Damage,"Retail, Department / Retail Stores",2020-03-23T00:00:00.000,300000,944  MAIN ST,"Storm Damage. No change in use. Rehab includes certain exterior and interior walls and roof areas. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.

Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) � 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",36.17721,-86.753959
6,Building Residential New Storm Damage,Single Family Residence,2020-04-29T00:00:00.000,220000,2504  BRITTANY DR,Demo home to foundation rebuild,36.175626,-86.718367
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-08-14T00:00:00.000,4600,945  RUSSELL ST,Storm Damage. Rehab porch including new decking and bead-board. Applicant seeks to change the form of the columns. MHZC STAFF TO REVIEW. No change to building footprint. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.,36.175327,-86.752434
6,Building Commercial Rehab Storm Damage,"Multifamily, Condominium 3&4 Unit Bldg",2020-05-29T00:00:00.000,40000,940  MAIN ST,"Roof was torn off in Tornado.  Work includes: framing roof and re-roof, plumbing, electrical, hvac, sheetrock and paint.  MDHA and UDO Overlays.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.177063,-86.754342
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-05-28T00:00:00.000,30000,2326  BRITTANY DR,"To repair tornado damage to structure - NO CHANGES TO EXISTING FOOTPRINT. remains single family residence. for every 50' site frontage, a 24  x 36  d/f sign must be placed in regards to metro council bill 2017-835.",36.176295,-86.723377
6,Building Commercial Rehab Storm Damage,"General Office, Professional Services",2020-06-02T00:00:00.000,335000,965  WOODLAND ST,"repair storm damaged rooftop mechanical units for FIRST HORIZON BANK
POC KEVIN HAMMOND 615-791-5220",36.176785,-86.751842
6,Building Residential Rehab Storm Damage,"Multifamily, Townhome",2020-04-10T00:00:00.000,2469,1100  RUSSELL ST  102,"to conduct storm damage repair to townhome unit.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.175208,-86.749789
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-06-25T00:00:00.000,175000,1906  HOLLY ST,"To repair damage from March storms - no changes to existing footprint.  MHZC must review application.  remains single family residence.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  under 50% expansion.",36.174914,-86.736012
6,Building Residential New Storm Damage,Duplex,2020-09-17T00:00:00.000,171555,603  NEWHALL DR,"To construct back tornado damaged zero lot line duplex unit. Heated square footage 1415. Porch 187. No garage. must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835. must comply with SBCCI section 403.3 and metro council bill 1984-390.",36.17553,-86.723259
6,Building Residential New Storm Damage,"Multifamily, Townhome",2020-12-23T00:00:00.000,291703,100 N 8TH ST,"***TORMAR2020 : MARCH 3 2020 TORNADO DAMAGE

TO CONSTRUCT A 2,406 SQ.FT. THREE (3) STORY SGL. FAMILY TOWNHOME WITH A 400 SQ.FT. ATTACHED GARAGE. ***** THIS PROJECT MUST COMPLY WITH MDHA AND MPC REQUIREMENTS BEFORE ISSUANCE OF THIS PERMIT. *** SEE : MASTER PERMIT # 2014 25008 

***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED� �",36.175679,-86.759028
6,Building Commercial Rehab Storm Damage,"General Office, Professional Services",2020-05-22T00:00:00.000,212051,940  WOODLAND ST,"tear off and reroof storm damaged appro 10,000 sq.ft�.**reviewed scope of work attached to this file and available for applicant to download for job site**...
POC TY CARTER 615-785-1181",36.176138,-86.753508
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-03-16T00:00:00.000,7000,121 S 17TH ST,"Repair to existing DADU structure due to storm damage.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175042,-86.739576
6,Building Demolition Storm Damage,Demolition Permit - Residential,2021-04-15T00:00:00.000,12000,1504  HOLLY ST,"Demo structure for to get ready for a complete rebuild of existing structure.  NOT TO BE BURNED ON LOT.  MHZC MUST REVIEW APPLICATION.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175624,-86.743689
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-03-13T00:00:00.000,106000,208  PERLEN DR,"TO CONDUCT REPAIRS TO EXISITING SINGLE FAMILY RESIDENCE DAMAGED BY MARCH 3, 2020 TORNADO� �NO CHANGE TO BUILDING FOOTPRINT� �",36.175487,-86.724951
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-04-02T00:00:00.000,45000,1502  HOLLY ST,"Storm Damage. Rehab to include roof repair, drywall, reconnect electrical, siding and windows.
POC: Clark Englund, 615 483 5276. Applicant applied for a self-permit and will act as his/her own general contractor with full responsibility for code compliance, for hiring and employing individuals and subcontractors, and with ultimate responsibility for his/her own work and for the work of others. Acting as his/her general contractor, applicant may forfeit certain protections which might be available to him/her through the State of Tennessee general contractor�s licensing process. Applicant, as a self-build permit holder, is further responsible for requesting all required inspections and completing all authorized work in compliance with applicable adopted codes. 
Separate permits are required for any electrical, plumbing and gas/mechanical work and are not part of the building permit.
No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.
Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) � 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",36.175639,-86.743857
6,Building Demolition Storm Damage,Demolition Permit - Residential,2020-12-23T00:00:00.000,10000,100 N 8TH ST,"***TORMAR2020 : MARCH 3 2020 TORNADO DAMAGE 

TO DEMOLISH EXISTING RESIDENCE.  NOT TO BE BURNED ON SITE.  WORK ON THIS DEMOLITION PERMIT MUST COMMENCE WITHIN THIRTY (30) DAYS OF ISSUANCE AND BE COMPLETED SIXTY (60) DAYS AFTER COMMENCEMENT. THIS PERMIT EXPIRES 90 DAYS AFTER THE PERMIT IS ISSUED. PLEASE CALL 811 BEFORE YOU DIG.  APPLICANT MUST SUBMIT COMPLETED DEMOLITION COMMENCEMENT AFFIDAVIT FORM UPON COMMENCEMENT OF DEMOLITION. 

***PURSUANT TO ORDINANCE NO. 2006-1263 OF THE METROPOLITAN CODE OF LAWS, I (THE HOLDER ON THIS PERMIT) HEREBY CERTIFY THAT ALL CONSTRUCTION AND DEMOLITION WASTE GENERATED BY ANY AND ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL.   FURTHER, I CERTIFY THAT NO CONSTRUCTION AND DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISION OF THE METROPOLITAN CODE***",36.175679,-86.759028
6,Building Commercial Rehab Storm Damage,"Multifamily, Condominium 3&4 Unit Bldg",2020-05-27T00:00:00.000,70000,718  MAIN ST,"Re-roof building with 60 mil tpo and tapered ISO. replace a few block on exterior of building, glaze glass on window and door, replaced panels on sign, and repaint the exterior of the building. no increase to building footprint.  MDHA Overlay.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.

CODE APPROVED STAMPED PLAN at B desk and attached in Cityworks for remote issuance.",36.174919,-86.759919
6,Building Commercial Rehab Storm Damage,"Retail, Department / Retail Stores",2020-04-27T00:00:00.000,120000,940  WOODLAND ST,"to conduct storm repair to masonry portion of building.***scope of work provided - reviewed submittal is attached to this file for downloading and use on the job site***
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.176138,-86.753508
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-03-25T00:00:00.000,55000,2425  BRITTANY DR,"Storm Damage. PARTIAL DEMO: back garage building and carport from tornado. REHAB includes re-frame roof, roof building and interior repairs to drywall, plaster, trim work, cabinets, painting, etc. No change in building footprint to primary structure.
No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.
Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) � 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",36.175768,-86.720205
6,Building Residential New Storm Damage,Single Family Residence,2020-07-27T00:00:00.000,230000,1903  RUSSELL ST,"1903 russell street. Tornado damaged property tore down. Applying for new build permit.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  MHZC must review application.",36.173896,-86.736502
6,Building Commercial Rehab Storm Damage,"Multifamily, Apt / Twnhome > 5 Unit Bldg",2020-12-15T00:00:00.000,5700000,30  MCFERRIN AVE,"storm damage for AMPLIFY APTS 
POC PRESTON QUIRK 615-568-0343",36.176853,-86.755538
6,Building Residential New Storm Damage,Single Family Residence,2020-06-09T00:00:00.000,42793,2806  FORTLAND DR,"Framing of the roof, Roofing, Masonry, soffit, fascia, and  gutters rehab work from March 3, 2020 storm.  remains single family residence.  no increase to building footprint.  subject to inspectors approval.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.174566,-86.724142
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-06-09T00:00:00.000,20000,1907  RUSSELL ST,"to conduct repair and renovations from storm damaged residence. no change to footprint.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.173866,-86.736153
6,Building Commercial Rehab Storm Damage,"Retail, Department / Retail Stores",2020-05-01T00:00:00.000,33617,807  MAIN ST,"Storm Damage. Scope of Work: Approx. 2,900 sq. ft. Remove existing roofing down to deck. Supply and install self-adhered vapor barrier. Install R-30 adhered insulation to meet code. Install 60 Mil Fully Adhered TPO Roof System. Flash all penetrations. Install fabricated 24-gauge gutter. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.
CODES-APPROVED STAMPED PLANS AT B DESK OR ATTACHED IN CITYWORKS.",36.175584,-86.758198
6,Building Commercial Rehab Storm Damage,"General Office, Professional Services",2021-03-03T00:00:00.000,450000,921  MAIN ST,"tornado damage rebuild future tenant to obtain further permits
POC LENNY BUNDY 615-726-1141 ECT 104",36.176807,-86.755008
6,Building Commercial New Storm Damage,"Religious Institution, Fellowship Hall",2020-08-06T00:00:00.000,200000,803  MAIN ST,"to conduct interior renovations to existing building from storm damage for Braden Memorial UMC.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.175461,-86.758502
6,Building Residential Rehab Storm Damage,"Multifamily, Townhome",2020-04-10T00:00:00.000,8909,203B S 11TH ST,"to make storm damage repairs to townhome unit.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.175124,-86.750217
6,Building Commercial Rehab Storm Damage,Restaurant (Full Service),2020-05-12T00:00:00.000,230000,1024  WOODLAND ST,"to conduct renovations and repair work from tornado damage for 3 Crow Bar.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.177437,-86.750215
6,Building Demolition Storm Damage,Demolition Permit - Residential,2020-04-23T00:00:00.000,5000,1204B  WOODLAND ST,"TO DEMOLISH A PARTIALLY DAMAGED (STORM DAMAGE) DETACHED ACCESSORY DWELLING. NOT TO BE BURIED OR BURNED ON SITE. MHZC MUST REVIEW APPLICATION. FOR EVERY 50' SITE FRONTAGE, A 24  X 36  D/F SIGN MUST BE PLACED IN ENGLISH AND SPANISH WITH INFORMATION IN REGARDS TO METRO COUNCIL BILL 2017-835.  MDHA OVERLAY.",36.17714,-86.748017
